orgnr,navn,orgform,ansatte,naeringskode,adresse,postnr,poststed,telefon,hjemmeside,antallUnderenheter
"829124092","ANNA SØNSLIEN ERNÆRINGSFYSIOLOG","ENK","","Forebyggende helsearbeid","Anevegen 2C","6410","MOLDE","","","1"
"931328948","ANNAN HOLDING AS","AS","","Uoppgitt","Skålavegen 899","6456","SKÅLA","","","0"
"981522923","ANNE ASPELUND","ENK","","Sauehold","Jernverksvegen 338","6453","KLEIVE","","","1"
"933802825","ANNE BLINDHEIM","ENK","","Tjenester tilknyttet husdyrhold","Mjelvehagen 50","6450","HJELSET","","","1"
"987767685","ANNE HUNGNES","ENK","","Annen undervisning ellers","Bjørnstjerne Bjørnsons veg 65","6412","MOLDE","","","0"
"919042737","ANNE KARIN WALLACE","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Myrvegen 44","6421","MOLDE","","","1"
"932708426","ANNE KINE OPSTAD PETTERSSON","ENK","","Skapende kunstnerisk virksomhet innenfor visuell kunst","Reinhold Zieglers veg 1B","6414","MOLDE","","","1"
"982804612","ANNE MARIE MORK ROKSTAD","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Grandfjæra 12","6415","MOLDE","71 21 11 72","","0"
"930787639","ANNETTE JORNA HOLMEN VIKING LADY","ENK","","Detaljhandel med apotekvarer","Hans Thiis Møllers gate 18","6415","MOLDE","","","1"
"935810345","ANNLAUG PIJFERS","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Gjerdesmettvegen 5","6425","MOLDE","","","1"
"951865249","ANS BJØRSET","ANS","","Utleie av egen eller leid fast eiendom","c/o Molde folkehøgskole Raumavegen 2 - 4","6410","MOLDE","71 25 94 70","","0"
"851239162","ANS MOLDE INTERIØR OG MØBELSERVICE","ANS","","Maler- og glassarbeid","Fagerlivegen 28","6413","MOLDE","","","0"
"941661831","ANS SÆTER TRANSPORT","ANS","","Utleie av egen eller leid fast eiendom","Meisalstranda","6460","EIDSVÅG I ROMSDAL","71 23 13 20","","1"
"913971442","ANTON SPADE ENTREPRENØRFORRETNING KNUT FRODE BOLSØ","ENK","","Grunnarbeid","Trollhola 9","6457","BOLSØYA","","","1"
"928460770","ANUKOON VASK","ENK","","Rengjøring av bygninger","Gørvellalleen 4","6413","MOLDE","","","1"
"927384051","ANVO AS","AS","","Annen teknisk konsulentvirksomhet","Vikdalsvegen 45","6456","SKÅLA","","www.anvo.no","1"
"937038844","AOTLAND HOLDING AS","AS","","Uoppgitt","c/o Audun Oterhals Landsvik Tanners veg 29","6412","MOLDE","","","1"
"997039971","AQUATOR AS","AS","","Kjøp og salg av egen fast eiendom","Strandheimvegen 3","6410","MOLDE","","","0"
"934591402","ARAL RÅD ARNE ALMKLOV","ENK","","Bedriftsrådgivning og annen administrativ rådgivning","Bjørnstjerne Bjørnsons veg 69","6412","MOLDE","","","1"
"989204122","ARAUCA AS","AS","","Andre egeninvesteringsselskaper","Amtmann Leths gate 1B","6413","MOLDE","","","0"
"859967272","ARBEIDSMILJØKONSULENTEN Torgrim Blø","ENK","","Byggeteknisk konsulentvirksomhet","Kringstadstien 4","6411","MOLDE","","","1"
"929868226","ARCTIC TIGERS AS","AS","","Utleie av egen eller leid fast eiendom","c/o Jeyantharaj Varatharajah Meteorvegen 8","6419","MOLDE","","","1"
"922259704","AREAL UTBYGGING AS","AS","","Utvikling og salg av byggeprosjekter","Baklivegen 27","6450","HJELSET","","","1"
"930148520","ARILD FRISNES","ENK","","Skapende kunstnerisk virksomhet innenfor visuell kunst","Hans Thiis Møllers gate 2","6415","MOLDE","","","0"
"982796113","ARILD JOHAN WAAGBØ","ENK","","Annen forretningsmessig tjenesteyting ikke nevnt annet sted","Mekvorpvegen 4","6411","MOLDE","","","0"
"918682082","ARILD SVENDSEN","ENK","","Skapende kunstnerisk virksomhet innenfor litteratur","Sjølaupet 3","6460","EIDSVÅG I ROMSDAL","","","0"
"880288792","ARILD TANGEN","ENK","","Annen rengjøringsvirksomhet og snømåking","Båtnesvegen 9","6475","MIDSUND","71 27 83 69","","1"
"934480848","ARILD TJELDE","ENK","","Avvirkning","Ranvikvegen 8","6460","EIDSVÅG I ROMSDAL","","","1"
"928094006","ARISHA'S KJØKKEN - AV SAMAH ALSHAIKHDEEB","ENK","","Catering for arrangementer","Fjellbruvegen 38","6429","MOLDE","","","0"
"943095442","ARKITEKTENE BBW AS","AS","10","Arkitektvirksomhet","Fabrikkvegen 13","6415","MOLDE","71 24 02 60","","1"
"969844508","ARNE BERGSETH","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Hellevegen 24","6364","VISTDAL","","","1"
"969261170","ARNE FRISVOLL","ENK","","Passasjertransport på forespørsel utført av fører med kjøretøy","Kvennavegen 19","6470","ERESFJORD","","","1"
"987811579","ARNE INGE ALMKLOV AS","AS","","Revisjon","Bjørnstjerne Bjørnsons veg 69","6412","MOLDE","73 96 58 24","","0"
"933687961","ARNE PETTER UGELVIK","ENK","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk","Årøråket 7","6421","MOLDE","","","1"
"988972576","ARNE SANDØY INVEST AS","AS","","Andre egeninvesteringsselskaper","Lundsengvegen 23","6419","MOLDE","71 21 15 75","","0"
"975358291","ARNE STRØMME","ENK","","Fotografvirksomhet","Mekvegen 58","6411","MOLDE","71 21 81 26","","0"
"917537135","ARNE SVENSLI AS","AS","7","Grunnarbeid","Brannholvegen 366","6460","EIDSVÅG I ROMSDAL","","","1"
"988044881","ARNE TORVIK","ENK","","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk","Tyttebærsvingen 39","6429","MOLDE","","","1"
"911673975","ARNE VIGESTAD","ENK","","Andre personlige tjenester ikke nevnt annet sted","Bjørsetalleen 11","6410","MOLDE","","","0"
"924691182","ARNEGÅRD BYGGSERVICE","ENK","","Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted","Magerøyvegen 107","6475","MIDSUND","","","1"
"933361195","ARNESTAD KYST AS","AS","","Fiske og fangst i sjø","Frænavegen 61A","6415","MOLDE","","","1"
"970242392","ARNFINN INGE RØSTBERG","ENK","","Oppføring av bygninger","Istadlivegen 85","6453","KLEIVE","","","1"
"911985233","ARNFINN SØRENSEN","ENK","","Tjenester tilknyttet skogbruk","Fagerlivegen 15","6413","MOLDE","","","0"
"927605872","ARNLJOT ORVIK","ENK","","Oppføring av bygninger","Buråsvegen 29","6475","MIDSUND","","","1"
"979314892","ARNT OVE KLEIVE","ENK","","Utleie og leasing av bygge- og anleggsmaskiner og -utstyr","Stubøvegen 121","6460","EIDSVÅG I ROMSDAL","71 23 28 92","","1"
"931351745","ARNT RAUSAND HOLDING AS","AS","","Uoppgitt","Kvam terrasse 6B","6411","MOLDE","","","0"
"910916750","ARPARO AS","AS","","Produksjon av karosserier og tilhengere","Skålavegen 1002","6456","SKÅLA","71 24 00 00","","1"
"937486308","ARQTUR JENKINS","ENK","","Guide- og reiseledervirksomhet","Gørvellalleen 3","6413","MOLDE","","","1"
"928474623","ARRTEK HOLDING AS","AS","","Uoppgitt","c/o Christen Andre Mentzoni Åsleet 26B","6456","SKÅLA","","","0"
"933394700","ARTBYHILDEMTV HILDE MARI TALSETH VILNES","ENK","","Skapende kunstnerisk virksomhet innenfor visuell kunst","Torleifvegen 3","6416","MOLDE","","","1"
"996465799","ARTI DESIGN AS","AS","","Grafisk design og visuell kommunikasjonsdesign","Amtmann Krohgs gate 1","6413","MOLDE","","","1"
"930186910","ARTIUSHCHENKO OG VENNER","ENK","","Guide- og reiseledervirksomhet","Vistdalsvegen 662","6364","VISTDAL","","","0"
"831022302","ARVE L. HELDE","ENK","","Beplantning av hager og parkanlegg","Vistdalsvegen 1594","6364","VISTDAL","","","1"
"931863533","ARVE ØVERÅS","ENK","","Grunnarbeid","Naustevegen 106","6470","ERESFJORD","","","1"
"951920487","AS AKSELVOLL VVS","AS","","Rørleggerarbeid","Storgata 6","6413","MOLDE","71 27 98 51","","0"
"917623716","AS KIRKEGATEN 1 A","AS","","Utleie av egen eller leid fast eiendom","Fylkeshuset","6404","MOLDE","","","1"
"829447762","AS PLUTOVEGEN 3","AS","","Utleie av egen eller leid fast eiendom","Plutovegen 3","6419","MOLDE","","","1"
"930569046","AS REGIONTEATRET I MØRE OG ROMSDAL","AS","65","Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor scenekunst","Gørvellplassen 1","6413","MOLDE","71 24 02 80","www.teatretvart.no","1"
"930374156","AS STORGATA 44","AS","","Utleie av egen eller leid fast eiendom","Fannestrandvegen 125","6419","MOLDE","71 20 22 00","www.angvik-eiendom.no","1"
"990709335","ASBJØRN EGGEBØ NÆSS","ENK","","Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer","Opdølvegen 60","6450","HJELSET","","www.bigtrix.com","1"
"984708521","ASBJØRN HAGEN","ENK","","Sauehold","Lensmannsbrekka 9","6460","EIDSVÅG I ROMSDAL","71 23 43 25","","0"
"990179506","ASI AS","AS","","Kjøp og salg av egen fast eiendom","Julsundvegen 93","6412","MOLDE","","","0"
"936434835","ASIA MARKED MOLDE AS","AS","","Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler","Uglevegen 18","6425","MOLDE","","","1"
"935345030","ASK BULLING","ENK","","Maler- og glassarbeid","Svenslivegen 121","6460","EIDSVÅG I ROMSDAL","","","1"
"813612992","ASKO MOLDE AS","AS","136","Engroshandel med bredt utvalg av nærings- og nytelsesmidler","Årøsetervegen 20","6422","MOLDE","71 24 19 00","","1"
"813027712","ASLAK STORJORD VESTAD, VESTAD GÅRD","ENK","","Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon","Håkon Herdebreis veg 833","6418","SEKKEN","","","1"
"933975150","ASLAKSEN SKOG OG TRELAST","ENK","","Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr","Grønnesvegen 127","6456","SKÅLA","","","1"
"824199132","ASPHOL EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Istadvegen 611","6453","KLEIVE","","","1"
"925168769","ASPHOL LYD LYS & SCENETEKNIKK","ENK","","Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet","c/o Mats Angvik Asphol Istadvegen 689","6453","KLEIVE","","","1"
"932856506","ASSANI TRANSPORT","ENK","","Andre post- og budtjenester","Elvegata 17A","6413","MOLDE","","","1"
"935907098","ASTAD FYSIOTERAPI","ENK","","Fysioterapi- og ergoterapitjenester","Torget 1","6413","MOLDE","","","1"
"919635657","ASTERO AS","AS","7","Arbeidstrening og varig tilrettelagt arbeid","Marsvegen 4","6419","MOLDE","71 21 39 10","","1"
"932860554","ASTERO MEKANISK AS","AS","27","Arbeidstrening og varig tilrettelagt arbeid","Marsvegen 4","6419","MOLDE","","","1"
"928463249","ASTRAX SEILBÅTSERVICE AS","AS","","Reparasjon og vedlikehold av sivile skip og båter","","6419","MOLDE","","","1"
"934476328","ASTRID OG PAUL AS","AS","","Uoppgitt","c/o Paul Bergsvik Stensåberget 2","6456","SKÅLA","","","1"
"932016095","ASTRUP KIMCHI","ENK","","Catering for arrangementer","Jensgurilia 1H","6429","MOLDE","","","0"
"920475809","ATB HOLDING AS","AS","","Utleie av egen eller leid fast eiendom","Utsidevegen 807","6475","MIDSUND","","","1"
"937674503","ATHLETIQ AS","AS","","Dataprogrammeringstjenester","Moldelivegen 118","6412","MOLDE","","","1"
"920601707","ATLANTERFJORD AS","AS","","Utvikling og salg av byggeprosjekter","Gjengstøvegen 337","6444","FARSTAD","","","0"
"985874042","ATLANTIC EIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Verftsgata 6A","6416","MOLDE","71 26 88 50","","1"
"864367992","ATLANTIC TRANSPORT AS","AS","44","Godstransport på vei","Verftsgata 6A","6416","MOLDE","71 26 88 50","","1"
"932005530","ATLANTICO AS","AS","21","Logistikktjenester","Verftsgata 6A","6416","MOLDE","71 25 10 00","www.atlantico.no","1"
"923617000","ATLE FRANTZEN","ENK","","Guide- og reiseledervirksomhet","Julsundvegen 121","6410","MOLDE","","","0"
"923672958","ATLE GODØ INVEST AS","AS","","Fiske og fangst i sjø","Gangstadvegen 24","6475","MIDSUND","","","0"
"982288584","ATLE ØDEGÅRD","ENK","","Psykolog- og psykoterapitjenester, unntatt legetjenester innenfor psykiatri","Brattlivegen 5","6412","MOLDE","41 41 73 06","","0"
"916360835","ATMA INVEST AS","AS","","Andre egeninvesteringsselskaper","Bjørnstjerne Bjørnsons veg 69","6412","MOLDE","","","0"
"998394414","ATTRAKTIVE LOKALSAMFUNN AS","AS","","Utvikling og salg av byggeprosjekter","Torbjørns veg 13","6429","MOLDE","","","0"
"986314261","AUDIOWORKS AS","AS","","Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet","Birkelandvegen 24","6416","MOLDE","71 20 05 40","","1"
"980224309","AUDUN MYKLEBOSTAD","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Øvregardsvegen 6","6364","VISTDAL","","","1"
"979219024","AUDUN T BERSÅS","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Bersåsvegen 27","6462","RAUDSAND","71 23 32 03","","1"
"928541487","AUKAN AS","AS","8","Uoppgitt","Moldegårdsvegen 5","6415","MOLDE","","","1"
"989985507","AUKRA BUTIKKEIENDOM AS","AS","","Utleie av egen eller leid fast eiendom","Nøisomhed","6405","MOLDE","71 20 22 00","","1"
"933790711","AUKRA FOTO FOTOGRAF KJELL LANGMYREN","ENK","","Fotografvirksomhet","Anevegen 2K","6410","MOLDE","","","0"
"935790042","AUNE YOGA","ENK","","Undervisning innenfor idrett og rekreasjon","Tellusvegen 3B","6419","MOLDE","","","1"
"936912052","AURA ØKONOMI AS","AS","5","Regnskapsføring og bokføring","Kråkholmvegen 46","6460","EIDSVÅG I ROMSDAL","","","1"
"932364603","AURE HOLDING AS","AS","","Uoppgitt","Myrabakken 3","6413","MOLDE","","","0"
"933870812","AURE LANDBRUK & MARITIM MEKANISKE","ENK","","Reparasjon og vedlikehold av maskiner","Håkon Herdebreis veg 24","6418","SEKKEN","","","1"
"980355276","AURORIS AS","AS","","Bedriftsrådgivning og annen administrativ rådgivning","Parkvegen 63","6412","MOLDE","71 21 90 05","","1"
"929234197","AUSTAMÅNE AS","AS","","Uoppgitt","c/o Tomas Rakvåg Midtbø Stuttnesvegen 57","6475","MIDSUND","","","0"
"919678607","AUSTIGARD GÅRD","ENK","","Melkeproduksjon på storfe og oppdrett av melkekyr","Eikesdalsvegen 2186","6472","EIKESDAL","","","1"
"987178876","AUSTLID SALG OG UTLEIE ANS","ANS","","Utleie og leasing av bygge- og anleggsmaskiner og -utstyr","Svarttrastvegen 10","6425","MOLDE","71 21 03 42","","0"
"933884112","AUSTNES TRANSPORT","ENK","","Andre post- og budtjenester","Langmyrvegen 79","6415","MOLDE","","","1"
"912511782","AUTO 8-8 MOLDE AS","AS","26","Reparasjon og vedlikehold av motorvogner","Årøhaugen 8","6422","MOLDE","71 20 34 00","www.auto8-8.no","2"
"929023900","AUTO BROKER SCANDINAVIA AS","AS","","Detaljhandel med motorvogner","Romsdalsgata 16","6415","MOLDE","","","1"
"929170849","AUTO IMPEX AS","AS","","Detaljhandel med motorvogner","Einar O. Bergs veg 3","6423","MOLDE","","","1"
"916677200","AUTO RENTAL SCANDINAVIA AS","AS","","Utleie og leasing av biler og andre lette motorvogner","Romsdalsgata 16","6415","MOLDE","","","1"
"843142672","AUTOSERVICE EIDSVÅG AS","AS","","Detaljhandel med drivstoff til motorvogner","","6460","EIDSVÅG I ROMSDAL","","","1"
"927350157","AWATE YOUSUF TAXI","ENK","","Passasjertransport på forespørsel utført av fører med kjøretøy","c/o Awate Yousuf Awate Fannefjordsvegen 115","6421","MOLDE","","","1"
"930734888","AWONE AS","AS","","Annen teknisk konsulentvirksomhet","Naustekroken 4","6470","ERESFJORD","","","1"
"919731753","AXARD 1 AS","AS","","Kjøp og salg av egen fast eiendom","Skolevegen 29C","6410","MOLDE","","","0"
"998392497","AXBIT AS","AS","9","Dataprogrammeringstjenester","Grandfjæra 22C","6415","MOLDE","","","1"
"912484645","AXBU AS","AS","","Utleie av egen eller leid fast eiendom","Grandfjæra 22C","6415","MOLDE","","www.axess.no","1"
"933585050","AXEL SOLUTIONS AS","AS","10","Elektrisk installasjonsarbeid","Grandfjæra 22C","6415","MOLDE","","","1"
"919705728","AXELL 1 AS","AS","","Kjøp og salg av egen fast eiendom","c/o Kjell Ødegård Langmyrvegen 1","6413","MOLDE","","","1"
"923816771","AXELSTORIES AS","AS","","Utgivelse av bøker","Kringstadvegen 1B","6411","MOLDE","","","0"
"935654866","AXESS AS","AS","22","Annen teknisk konsulentvirksomhet","Grandfjæra 22C","6415","MOLDE","","","1"
"932384787","AXESS CO-INVEST AS","AS","","Annen teknisk konsulentvirksomhet","Grandfjæra 22A","6415","MOLDE","","","0"
"835496112","AXESS CONNECT AS","AS","","Teknisk prøving og analyse","Grandfjæra 22C","6415","MOLDE","","","1"
"923232001","AXESS DIGITAL AS","AS","","Dataprogrammeringstjenester","Grandfjæra 22C","6415","MOLDE","","","1"
"933539571","AXESS INSPECTION AS","AS","23","Annen teknisk konsulentvirksomhet","Grandfjæra 22C","6415","MOLDE","","","1"
"994352199","AXESS INTERNATIONAL AS","AS","","Annen teknisk konsulentvirksomhet","Grandfjæra 22C","6415","MOLDE","","","0"
"932385465","AXESS MIPCO AS","AS","","Annen teknisk konsulentvirksomhet","Grandfjæra 22A","6415","MOLDE","","","0"
"931752197","AXESS OFFSHORE NORWAY AS","AS","","Annen teknisk konsulentvirksomhet","Grandfjæra 22C","6415","MOLDE","","","1"
"922347379","AXESS SERVICES AS","AS","44","Annen teknisk konsulentvirksomhet","Grandfjæra 22C","6415","MOLDE","","","1"
"914740762","AXESS TECHNOLOGIES AS","AS","112","Produksjon av løfte- og håndteringsutstyr","Grandfjæra 22C","6415","MOLDE","","","1"
"934557514","AXESS WAREHOUSE AS","AS","11","Lagring","Grandfjæra 22C","6415","MOLDE","","","1"
"888695532","AXIO AS","AS","","Annen teknisk konsulentvirksomhet","Grandfjæra 28","6415","MOLDE","98 24 36 00","www.axess.no","1"
"820193342","AXKRAFT AS","AS","","Annen teknisk konsulentvirksomhet","c/o Axio AS Grandfjæra 28","6415","MOLDE","","","0"
"923231978","AXPEAK AS","AS","24","Annen teknisk konsulentvirksomhet","Grandfjæra 22C","6415","MOLDE","","","1"
"887062552","AXTECH AS","AS","68","Andre tjenester tilknyttet utvinning av råolje og naturgass","Fannestrandvegen 85","6416","MOLDE","","www.axtech.no","1"
"920408834","B. HAIR AS","AS","5","Frisering og barbering","Amtmann Krohgs gate 3","6413","MOLDE","","","1"
"937477309","B.E MIDTHAUG","ENK","","Bearbeiding av metaller","Nesvegen 16","6453","KLEIVE","","","1"
"932317044","B.MALO HOLDING AS","AS","","Uoppgitt","Fagerlivegen 15","6413","MOLDE","","","0"
"935357616","BACKIENE HANDEL OG VERKSTED","ENK","","Annen detaljhandel med andre nye varer","Boråsvegen 14","6415","MOLDE","","","1"
"933707156","BAGUIO KREATIV STUDIO","ENK","","Fotografvirksomhet","Storgata 23","6413","MOLDE","","www.bkreativ.studio","1"
"914374146","BAKERIET EIENDOM AS","AS","","Detaljhandel med bakervarer, konditorvarer og sukkervarer","Torget 1","6413","MOLDE","71 21 94 12","","1"
"990824983","BAKERIET ROSEBY AS","AS","19","Detaljhandel med bakervarer, konditorvarer og sukkervarer","Lergrovik","6422","MOLDE","71 11 51 00","","1"
"931695835","BAKKE KONSULTING","ENK","","Andre tjenester tilknyttet undervisning ikke nevnt annet sted","Julsundvegen 123","6410","MOLDE","","","0"
"928600068","BAKKEN CONSULTING","ENK","","Annen teknisk konsulentvirksomhet","Gamle Gussiåsvegen 201","6453","KLEIVE","","","0"
"911961660","BAKLIVEGEN 11 AS","AS","","Utleie av egen eller leid fast eiendom","Baklivegen 11","6450","HJELSET","71 20 29 00","","1"
"911961776","BAKLIVEGEN 13 AS","AS","","Utleie av egen eller leid fast eiendom","Baklivegen 11","6450","HJELSET","","","1"
"912864952","BAKLIVEGEN 14 AS","AS","","Utleie av egen eller leid fast eiendom","Baklivegen 14","6450","HJELSET","","","0"
"937203985","BAKLIVEGEN 3B AS","AS","","Uoppgitt","Baklivegen 3","6450","HJELSET","","","1"
"920795366","BAKLIVEGEN 4 AS","AS","","Utleie av egen eller leid fast eiendom","Gardvegen 54","6450","HJELSET","","","1"
"935330483","BAKLIVEGEN 8 AS","AS","","Kjøp og salg av egen fast eiendom","Verftsgata 4","6416","MOLDE","","","1"
"933520684","BAKLIVEGEN 9 AS","AS","","Utleie av egen eller leid fast eiendom","Skallvegen 1","6453","KLEIVE","","","1"
"917890196","BALDR INVEST AS","AS","","Bedriftsrådgivning og annen administrativ rådgivning","Hauanvegen 6","6414","MOLDE","","","0"
"879915872","BARACOA AS","AS","","Utleie av egen eller leid fast eiendom","Storgata 9","6413","MOLDE","","","1"
"892626502","BARAHONDA INVESTORS AS","AS","","Andre egeninvesteringsselskaper","Grandvegen 4","6415","MOLDE","38 60 72 11","","0"
"930731331","BARBARA BAJERSKA RENHOLD","ENK","","Rengjøring av bygninger","Skålavegen 1705","6456","SKÅLA","","","1"
"953438380","BARCO HOLDING AS","AS","","Regnskapsføring og bokføring","Julsundvegen 14","6412","MOLDE","71 25 54 00","","0"
"933728862","BARE BRIT FILM - BRIT POLDEN","ENK","","Produksjon av film, video og fjernsynsprogrammer","Siriusvegen 17","6419","MOLDE","","","1"
"987211407","BARRASANG Ragnhild Barra Wisløff","ENK","","Privatundervisning","Arnes veg 51D","6429","MOLDE","","","1"
"935983797","BARSTEN HOLDING AS","AS","","Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted","c/o Barsten Regnskap AS Julsundvegen 14","6412","MOLDE","71 25 21 58","","1"
